0.001,100,0.1043916796266313,0.011962967192070522,0.008633595555561388
0.005,100,0.43225726708025014,0.045625767171838055,0.029814693921479615
0.01,100,0.6951206934840982,0.06862363808230379,0.03893700612129061
0.05,100,1.089969183119605,0.11243317144538628,0.018400280080915207
0.1,100,1.0964316878594287,0.12500553771969242,0.00584498293808133
0.5,100,1.0964608113924048,0.1294390290661913,0.0014114925158648479
1,100,1.096460811392405,0.12943907603586852,0.0014114455461874064
5,100,9.625012122893124e+70,-4.4227349697301133e+86,-4.4227349697301144e+86
10,100,4.02219982019346e+103,-3.3993409788905216e+119,-3.3993409788905216e+119
0.7,100,1.0964608113924048,0.12943907594614568,0.0014114456359104782
