svm_linear,0.5900000000000001,0.59
svm_polynomial,0.6566666666666666,0.66
svm_rbf,0.96,0.945
logistic,0.5900000000000001,0.59
knn,0.9466666666666667,0.94
decision_tree,0.9800000000000001,0.995
random_forest,0.9766666666666668,0.985
